videoid,comments,sentiment
41taYOq1kVY,5K of views is mine.,0
qPDZZj6By3Y,#EarthGoHard,0
U3sE8SH-Qic,This new content is good man. Keep up the good work the team behind this official chelsea channel.   Proof that you guys do listen to fans and keep on improving!!!,1
xlEOEInw6q0,Is it true you went out with a girl called caitlin perry because fam you went past the video pretty fast,1
fNF4m_Js60s,I use garnier micelar water too but it doesn't take off my mascara and that's very annoying cause I have to be using two different products,-1
PmG4AYsPHfA,Wheres cole @???,0
FgSSk7xLW9w,I thought the snake was cute personally,1
PgEC7yHHXdM,"The Cavs are done. Kyrie sees that before everyone else has and yall call him crazy smh. Cavs won't make it back to the finals but IF they do, next season will be the last time..",-1
sjlHnJvXdQs,so what happens if u set a smiley face as your lock screen and all the suddenly you been hit by a car crash.... how do you even open ur homescreen?,0
r9-DM9uBtVI,That's not David Bowie... THIEF'S,0
6gwM9v_OwUc,Drag queens react to themselves on drag race!!!!,-1
DeTu8xSGpEM,H saw ya 0:29,0
b-3YW03RR0I,"Glad to see Tom had got Lance to loosen up a bit, more relaxed and enjoying himself. The combo works well together.",1
aLWLzUa2Qyk,That plot twist thooooo,0
GMMigjW3q78,FAKE,-1
IA9vLOmFyp4,Patrickstarrr knows the song Im Fabulous - HSM2 thanks Ashley Tisdale lmao,1
iTRWe2XGEGA,"This was a dog that was missing in the area.      How tragic that these people did not have enough sense to know that this is a dog looking for help.   (since when have wolves, bears, moose ever chased vehicles down a road)  Now really :-(      I hope someone has helped this beauty to safety",1
dYstFRuPz8A,Rick has always cared about Morty,1
vlzHNY2SWps,"What's crazy is how ppl wouldn't really respond that way. Most ppl would continue on the phone and say just a sec and be mad and call you needy bcuz u need that time now not to wait on then. At least that's been my experience. No matter how I ask for time, attention, and affection. I'm always told I'm selfish and immature.",-1
fNF4m_Js60s,"Your skin is flawless, I just can't ",1
7k8PFMQQIxI,Was the Dragon from game of thrones?,0
7-PlbuWWceE,This boy could genuinely give AJ some problems in a couple of years time!,-1
0KLFeWlJtvY,deeply enjoying hearing a new song from you Tom! :),1
aZkqHx5uri4,This was my favorite one so far,1
wVXIs2l_WqM,On behalf of myself and probs many other school teachers we would wear that jacket too!,0
yYvXU7-fcHE,G O L D,0
nd_EYo96lmo,1:53 Bandera con escudo de Millonarios...,0
r4RfsfD6ZhM,Watching your videos #YIAYfetish,0
V2ImFLZpIJk,ECW! ECW! ECW!,0
OOwfl8yY7nc,Royal Rumble and Raw are actually good games on the SNES.,1
srWtQnseRyE,Love her!! This album is underwhelming but she is amazing!!,1
1NyMSWqIJDQ,"I can't even hate, girl has BARS",1
gqYZLNMDVJc,thanks tom for hanging tuff with me in the hard times your music is greatly appreicated,1
PRXoekKxu4o,i loved that you went to all different stores and not just high end shops. as mums cant afford expensive things!! i lived in my over the bump leggings. soo comfy and kept bump warm as it always felt cold,1
LolP3Y7_Irs,I love u soooo much do u like Chris brown cause I loveee himmmm,1
_Eb9kppyRxc,Dude. WHY THR BACKGROUND MUSIC???!!! I cant watch... sry gabs,0
wm3aO5547Gc,There just trying to hype the fight,-1
8Z01336nDlU,#1 No Road #2 nintendo #3 clack to whack #4 its a good think you cant have anymore kids (lol) #5 terrible #6 better with music #7 wtf lmao #8 im hard #9,1
2RbyOUqqR8c,an hour later? Thought it was 10 minutes,0
NsjsmgmbCfc,My birth control pill is called Cilest so I can't take it seriously  sure it has ruined a perfectly lovely name. Daniel is also my favourite boy name! x,1
e2jMJV6UHWU,I'm living for the blue theme and clothes  love the song,1
f2oUaPFlbW8,Amazing movie. Fuck every hater. Same pricks who bagged on the incredible The Fountain.,-1
P3MBQciFeHo,"The passion he expresses, the emotion in his eyes as he slaps the keyboard...",1
DtsWj9XiOIY,I am so proud of youYou deserve much more Amber,1
rZ2vh8rZd18,Love all your tshirts!!! Where do you get them?!,1
2qiBTkVRp1U,I feel so honoured. Grace Helbig gave me the rude finger.,1
P4bSgkCQ4cI,"Fuck, this is so epic. I'm crying. Thank you Jay-Z!",-1
btPqKAGyajM,"Speaking as an American, I envy you that this is the worst of your mathematical problems.  8)",-1
HuoOEry-Yc4,Good!!!,1
_YV_shrSaPU,he is hot. man with accent is so hot,0
KGb5yAdkcFw,You cannot explain makeup to cristine with makeup terms you need nail terms lol ( srry if i spell your name wrong),0
I1XJEhgJlKQ,Korean girl who is famous for boarding ?? S @.@,0
PnbKgdNUPlM,"New videos every someday. Just like Natalie Tran  oh wait, that would imply Natalie uploads videos",1
TaFlyFkZvM4,you put olive oil in the pasta water? really gordon? :-((,0
wm3aO5547Gc,"The name Michael Bisping will always be remembered as the British scumbag that represented himself, his country and his family like a disgusting disgraceful piece of shit. Pure dog shit. His kids are gonna turn out to be pieces of dog shit just like their scum father.",-1
hP8_5cJujRQ,Is it just my school that lets you got out for lunch? Also in my primary everyone has to change together till like P6/Year 6  thinking about it now it's so weird,0
4W-pZrhu798,Dang. Those hands are huge !,1
K3U7Z94NHgg,So what exactly is this ? An amalgamation of king stories into one series or a new story per episode thing like black mirror ?,1
qTB9uDK0mWw,Awesome tutorial Zoe! This is so cute!,1
CBzY0xfrHVQ,She sang her fucking face off... bravo!!!!!,0
Q2Ku7ELCBag,i deadass thought the title said meme magic and my kek came out,0
1cnBJYystA0,I always love your vlogs Lily! Always find them so interesting and relaxing at the same time,1
zEezFUb8Zz4,So much for telling us the cost. Good reporting.,1
LXAU1VqbYbo,Rubik's Cube of Flavor.. love the analogy!,1
Z0mzCVe_onw,Too cute!,1
QeBCu1ZSORs,Sounds like Justin Bieber,1
mSYEzJ7LM54,How have I never noticed this?,0
PgeJ0XYuI2E,Yesterday I had a weird dream. I dreamt about Marques and I were friends and we had an adventure together. He looked like a brother to me and like someone whom I admire a lot. Then I woke up. What a fucking stupid dream.,1
WSFJsq_jwMs,1:58 lip sync,0
YjtRY28Pe2o, But anyway I hope you feel better hun.,1
5qkgFES0r-U,Hey sisters any small youtubers wanna support each other? :),1
OCDo5yQDnro,I'm guessing Hov was here for the Basquiat exhibition.,0
1kHmFjHzR-s,We love this! Definitely a candid and easy to watch conversation!!,1
dYstFRuPz8A,Any small youtubers wanna support eachother,1
Ama7Dc1EgLM,We actually have that one nice mall with a Cheesecake Factory,1
h_58pbU9udQ,The workers there were great! None of that stuffy waitstaff at fancy restaurants stereotype here!,1
meXPbvp3ldg,Shoulda threw cardi up n it,0
zgLtEob6X-Q,"I never, never, never thought I would say that I miss Brendan Frasier's Mummy.",0
eyOHat3p_W4,Wait...Lipstick had better not mean what I think it means. o.0,1
ml8Dj5OSR-M,Half As Intresting  Half As Awesome!      I think thats a compliment.....,1
a9Zi-RhcOGs,that tweet about that she thinks girls turn girls on way too easily.. was that like some homophobic move or..? tf,1
ENskipCo-eQ,*Sponsored by Mcdonalds,0
QGEt1UctaO4,"WE THE FANS OF BARCELONA, castigated PAULINHO...",0
VRADv2uRQao,cheap stuff,0
6v3BWoddSgk,Best video EVER!!!! Wettle sabastion,1
CYa6VUK2dM0,Oh my gosh! WHERE is the pink coat from? ️️️,0
xaAFq3P-tOo,Shimano do a great hydration pack and alterations or funkier clothing is good,1
GtBcWxjioiM,la amo!,0
UCrBICYM0yM,Oh no ant man is now become useless!!!,-1
JdqUUKEATiw,"I have been struggling with acne for over 6 years. I tried everything. I even decided to undergo Aknenormin treatment, which was the last resort. Everything seemed great, acne disappeared. And even though I had major health problems at the time, I was happy to be free of acne. However, three months after the end of the treatment, everything started to come back... I have already given up because I don't have the strength and nerves to continue fighting...",0
ErWde9LVg0A,I love this look so much I love fall looks and this looks so beautiful girl!! I  can't wait for more fall looks. <3,1
7LfBoTAzjxM,I just like to use my indicators,1
udnGW3E1vxY,I fuck with his music hard,-1
NDGID7tOaK8,love your new shoes !,1
0ptNpGfMRCg,Is there going to be an update to fix the blur for pics and on Snapchat? Not sure if its the oled,0
I1XJEhgJlKQ,What happened to the old video?,0
S_DltnHeJ-M,WE HAVE THE SAME BIRTHDAY HAPPY LATE BIRTHDAY YOURE LITERALLY TWICE MY AGE I JUST TURNED 16,1
jj3zDdqbwTY,Crap,-1
r9-DM9uBtVI,"I'm just happy the comics we love are now in movies and on TV.  Marvel, DC, Vertigo who cares? Just bring it on!",1
S_9OSktlm6s,Petyr Baelish,0
GXoigp2LFnY,Such flawless premium content You go girl Loadza love from India,1
eM_FR7I2Ttw,I love this song and I love Harry is like a dream come true!,1
uV002CSNDac,my body hurts too. u can tell by my picture,-1
T_PuZBdT2iM,Everytime I meet a fellow Pinoy,0
8JMnfmxA_Qo,Bruh! can you focus on running the country! damn,-1
wQ5A1Rx64o4,I'm crying with joy,0
2d-kZs0zPps,"Louise's was 6 minutes, Zoe's was 30 minutes ",0
GtBcWxjioiM,Spider and pig looked real.  Julia had more surprises,0
o3K44GQwxbA,Where did Mike find that -hideous fucking- very cool jacket?,1
GlqXtCOaKb4,What's the intro song,0
V_dsWL6VcjU,"Wow, it’s been a few months since the comeback.",1
OudFElslbh4,Hey Alisha! I love all of your videos! Your so beautiful️,1
_yIg9OTys6o,"I love the Yoko walking by during the Nonon fight, just laughing and laughing. Clearly, she knew what was going on from the beginning.  ...the poor Madara(I think?) cosplayer you clipped in the crotch, though. ;-; R.I.P.",1
FUBXKn1oP0g,My school is throwing a Hogwarts Halloween party!!!                  ️                                   ,1
e7acWkAb1dA,"Ben is like the professor I had last semester. You do everything perfectly to the standard they requested, and yet ... A-",1
TH2QRvu97NI,Can I be your friend,1
cOboLQMO4tQ,White Trash Cunt House.,-1
dU72UuhrYzU,Sam Smith as an openly gay man would close 10000000x more women than every keyboard warrior calling him a Fag in this comment section.  Keep hating from afar you sad sad people.,-1
_95NxbsbMF4,Shane has tiny hands hehehehe,0
9EBgaxFfDA0,"Ok, excuse my rant but you know what really grinds my gears? Why the fuck would ANYONE buy a $1300 watch? And not only that, but pay $84 To unlock fast charge ???? Stupid as fuck.",-1
XE5D_Z1MmBA,"Eva~ That should be one, that should be one Casper~ No 6:20",0
WFVM5NVqQpM,Factor 5 were awesome! RIP :( Same for Criterion software.,1
jmc7aUVKCMA,Musk ye dum dewg send me to marz brah,0
t3AVtQkEHaE,"Please Upload the Blinds and also The Veggies. Your songs are Lit, Amiñe  You're one of the best rn. ",1
o4os5TXo6Vk,I just love her shes so amazing & perfect in so many ways !,1
T6iLJTy6LNQ,Where tf he get a dildo from,0
XAov8XJkpE8,this is my new religion,0
AzWiUQEdJOo,except that there are waaaaaaaay more poor people who prep for disasters than wealthy,-1
Wp21hAL1mOU,One of the Dolan twin looked like my man from reaction time,1
3iKiBx7oCP0,The eyeshadow pallet itself looks kind of tacky in my opinion. The shadows look good though :),1
yLpAJzHSYKY,Beautiful girl and nice Video. Where do you get this amazing Lashes,1
cVnkoYiWLgM,Why an earth would you want to live underwater?,0
JY1ZCn2Ou-A,There are so many rumors of government officials withholding donated supplies. I HOPE the FBI is looking into these allegations.  We need General Buchanan to take over the distribution of these supplies and monetary funds and make sure it finds its way to where it is supposed to go.,1
wUHWzsF_qJM,Commenting because I love you and you said it would help you ️️️,1
doUdRCrK80E,Marry me already!,0
hP8_5cJujRQ,I'm in year 10 now and can confirm that school's are still exactly the same as this,0
EPUHs9cjhOs,Loved it,1
cvk18vx-nrY,Where the dodge challenger demon?,0
dw0sjXiU4IE,Love her music and her soul ️️️,1
FqdsYn9TdWQ,I honestly think both blasters are great,1
7KrANPZhoFI,"Rest in peace Mr. Stanton, and condolences to those he leaves behind.",1
w6vHtjZKUss,"Lmao, let it fucking go, Bill! Jesus, Hillary was a bad candidate stop reaching and move on broski!",0
AxG14lbL2Iw,"I love this man, I dont get guests like me. Lol",1
XM23h-eJ08A,Make a video with Real Madrid,0
4Cl0kVE94E0,Addicted to POWER!! what a fucking good serie!! Well done!!,1
Oh4WURZoR98,gg wpa2 pero weno yo solo vine a ver si puedo ocupar esto,0
lSsTCiC93WI,Never cared for the whole Devil boner Hyper fan girl relationship. What was the point of having that cliffhanger between her and the critic from the Christmas story 2 review if they weren't ever gonna pay it off.,-1
OthEKbkPftk,"Here before this blows up, it's only a matter of time. This looks awesome, but please, please, PLEASE don't make a bad game adaptation! We all want to see a good quality game and not something rushed and thrown together just to earn some quick money.",1
7YAAyUFL1GQ,The end credits are killing me,-1
vLmEGZnDWog,Pause at 0:49,0
xnNs1naIbvA,"i love the length of your hair, it really suits you",1
rIDyvW6Ob7Y,"She didn't seem comfortable at all and there was almost no sticatto from Charlotte. She showed promise in Week 1, but I feel like she's only gonna shine in those Waltz-esque dances.  4/10",1
0Jjm3d_7N6A,<3,0
7KS2oJPzeZk,Love it,1
#NAME?,Lean don't make me act like that,1
BEW_n1922vk,Me encantaaaaaaaaaaaa,0
RE-far-FvRs,I honestly love tripe it's really good,1
pqSN7lsPs2k,*takes helmet off* *puts glasses on*,0
LolP3Y7_Irs,Sub if you think he is good,1
-2hRYEFiPSA,"If us,the fans,are broken i can't imagine what his family and rest of the band are going through",-1
4bh9luFQ3Tc,wasn't the 10th a Tuesday?,0
bY8-TUD3_Zo,Dan put me in I live in hawke road I wanna be a new child with morty pleaseeeee,0
meXPbvp3ldg,Lit,0
jK6BesOrfws,They are cho-kawaii,0
jXQitd7ahV4,wow,1
Tj08Ni3tklw,This reminds me of The Weeknd,0
xc8BtpXPUSw,Should I drop this covfefe pot on donald trump?,0
vUC8-qbCVWk,this is a blessing,1
lRrHALK5b_I,I love love love love how your makeup looked on the 17!!! I hope you feel better soon gabs!! Love ya,1
PPg1gN_ey2o,Can you do Simply Nailogical HOLO studio,0
eM_FR7I2Ttw,MY GUY I LOVE YOU BITCH,0
FUBXKn1oP0g,Its work hardening,0
6gwM9v_OwUc,"I love Catherine, she's so fun!",1
w7h--c54_O8,Can u do something powerpuff girls please,1
oStLD-yYAy0,I've literally heard nothing about the Exploding Kittens game. And i'm more or less aware of current internet pop culture for the last 10'ish years.,0
